"id_mensagem","id_atendimento","conteudo_texto","data_hora_envio","remetente_tipo","tipo_analise"
4561,286,"Peugeot 2008 1.6 Allure – Estilo francês, tecnologia e conforto!

Ano 2018/2018, motor 1.6 flex de 122 cv com câmbio manual de 5 marchas e tração dianteira. SUV completo com ar-condicionado, direção elétrica, vidros e travas elétricas, central multimídia com tela touchscreen, volante multifuncional com regulagem de altura, sensor de estacionamento, pisca sequencial nos retrovisores em black piano, grade em black piano, faróis de milha, rodas de liga leve e freios ABS com controle de estabilidade.

Com design arrojado e tecnologia embarcada, o 2008 Allure oferece economia, praticidade urbana e a sofisticação francesa no segmento de SUVs compactos.","2026-01-21 15:11:30","Atendente",NULL
4563,297,"Ata","2026-01-21 15:13:23","Cliente",NULL
4565,300,"Olá! Quero comprar a Ranger com a Snick Motors.aseita troca, quatos km","2026-01-21 15:15:44","Cliente",NULL
4566,301,"Olá! Quero comprar a Ranger com a Snick Motors.aseita troca, quatos km","2026-01-21 15:15:44","Cliente",NULL
4568,301,"Boa tarde! Tudo bem?

Me chamo Julia, sou consultora de vendas da Snick Motors.

A Ranger está disponível. Posso te enviar mais fotos e informações?","2026-01-21 15:20:05","Atendente",NULL
4569,301,"sim fotos km","2026-01-21 15:25:17","Cliente",NULL
4571,301,"Ford Ranger XLT 4x4 Cabine Dupla - 2020/21

149 mil km, motor 3.2 turbo diesel de 200 cv com câmbio automático de 6 marchas e tração 4x4. Picape completa com ar-condicionado digital, direção elétrica, bancos em couro, central multimídia com tela de 8"", volante multifuncional, câmera de ré, sensor de estacionamento, controle de tração e estabilidade, rodas de liga leve aro 17 e freios ABS.

Modificações: downpipe Stage 2 e snorkel. Adicionais: 4 pneus novos. Com performance elevada e preparação off-road, a Ranger XLT oferece robustez, tecnologia e potência para trabalho e aventura.

R$ 159.900,00","2026-01-21 15:25:37","Atendente",NULL
4573,301,"o motor é 5 cilindro ou 6","2026-01-21 15:31:42","Cliente",NULL
4575,301,"5 cilindros","2026-01-21 15:32:51","Atendente",NULL
4577,286,"Km e placa","2026-01-21 15:36:14","Cliente",NULL
4579,286,"Está com 78 mil km","2026-01-21 15:39:05","Atendente",NULL
4581,51,"51999535210","2026-01-21 15:50:03","Atendente",NULL
4583,302,"Ah sim, acredito que meu marido tenha falado com vc na loja","2026-01-21 15:52:47","Cliente",NULL
4584,303,"Ah sim, acredito que meu marido tenha falado com vc na loja","2026-01-21 15:52:47","Cliente",NULL
4585,303,"Sim, sim!","2026-01-21 15:53:03","Atendente",NULL
4587,303,"Veio na loja ontem","2026-01-21 15:53:09","Atendente",NULL
4589,303,"Sim","2026-01-21 15:53:14","Cliente",NULL
4591,303,"Tentei contato novamente hoje, mas não obtive sucesso","2026-01-21 15:53:23","Atendente",NULL
4593,303,"Ele esta fora retorna sente no final do dia","2026-01-21 15:53:42","Cliente",NULL
4595,303,"Ah, sim!","2026-01-21 15:53:52","Atendente",NULL
4597,303,"Te chamei pois recebemos usa mensagem agora rs.

Oque acharam do carro?","2026-01-21 15:54:26","Atendente",NULL
4599,303,"Falei pra ele ontem que entrego com o IPVA pago para fecharmos negocio","2026-01-21 15:54:46","Atendente",NULL
4601,303,"Pois entao gostamos da proposta pelo c6 que vc havia mandado","2026-01-21 15:55:00","Cliente",NULL
4603,303,"Na verdade nao sei se ele chegou a dizer que tenho uma Sorento, n sei se interessa","2026-01-21 15:55:40","Cliente",NULL
4605,303,"Simm!

E ontem também consegui pelo BV, 100%","2026-01-21 15:55:48","Atendente",NULL
4607,303,"Sim mas 100% fica muito alta as parcelas","2026-01-21 15:56:12","Cliente",NULL
4609,303,"Comentou sim! Mas, não falou sobre colocarmos na negociação","2026-01-21 15:56:14","Atendente",NULL
4611,303,"Pois entao","2026-01-21 15:56:28","Cliente",NULL
4613,304,"Olá! Quero comprar o Peugeot com a Snick Motors!","2026-01-21 15:56:35","Cliente",NULL
4615,303,"R$ 10.980,00 de entrada + 48x 1.695,00","2026-01-21 15:56:44","Atendente",NULL
4617,303,"Sim","2026-01-21 15:56:50","Cliente",NULL
4619,303,"Essa foi a condição no C6","2026-01-21 15:56:52","Atendente",NULL
4621,304,"Boa tarde, Franciele! Tudo bem?

Me chamo Julia, sou consultora de vendas da Snick Motors.","2026-01-21 15:57:14","Atendente",NULL
4623,303,"Queria ver como ficaria se colocassemos ela no negócio","2026-01-21 15:57:16","Cliente",NULL
4625,304,"A Peugeot 2008 está disponível. Posso te enviar mais fotos e informações?","2026-01-21 15:57:39","Atendente",NULL
4627,304,"Sim por favor","2026-01-21 15:58:07","Cliente",NULL
4629,303,"Ou se conseguisemos colocar os 10 no financiamento","2026-01-21 15:58:15","Cliente",NULL
4631,304,"Peugeot 2008 1.6 Allure – Estilo francês, tecnologia e conforto!

Ano 2018/2018, motor 1.6 flex de 122 cv com câmbio manual de 5 marchas e tração dianteira. SUV completo com ar-condicionado, direção elétrica, vidros e travas elétricas, central multimídia com tela touchscreen, volante multifuncional com regulagem de altura, sensor de estacionamento, pisca sequencial nos retrovisores em black piano, grade em black piano, faróis de milha, rodas de liga leve e freios ABS com controle de estabilidade.

Com design arrojado e tecnologia embarcada, o 2008 Allure oferece economia, praticidade urbana e a sofisticação francesa no segmento de SUVs compactos.","2026-01-21 15:59:09","Atendente",NULL
4633,303,"Mas o melhor se entrasse a Sorento!","2026-01-21 15:59:50","Cliente",NULL
4635,303,"Priscila, né?","2026-01-21 16:00:21","Atendente",NULL
4637,303,"Sim, sim","2026-01-21 16:00:26","Cliente",NULL
4639,305,"Oi","2026-01-21 16:01:13","Cliente",NULL
4640,306,"Oi","2026-01-21 16:01:13","Cliente",NULL
4641,303,"Sim","2026-01-21 16:02:26","Cliente",NULL
4643,303,"Na verdade alguns retoques de pintura. Por ser preta, e os bancos que teria que fazer","2026-01-21 16:03:14","Cliente",NULL
4645,303,"Mas de mecanica esta td em dia. Ela é a Diesel","2026-01-21 16:03:31","Cliente",NULL
4647,306,"Passa placa, por favor","2026-01-21 16:03:34","Atendente",NULL
4649,303,"Show!","2026-01-21 16:03:52","Atendente",NULL
4651,306,"Kicks 1.6  ano 2017 

84 mil km

Branco pérola

Completa 

Jetski seado 2014

Rxpx 260

260 horas","2026-01-21 16:03:58","Cliente",NULL
4653,303,"Quando consegue trazer para avaliarmos?","2026-01-21 16:04:00","Atendente",NULL
4655,51,"Kicks 1.6  ano 2017 

84 mil km

Branco pérola

Completa 

Jetski seado 2014

Rxpx 260

260 horas","2026-01-21 16:04:24","Atendente",NULL
4657,303,"Ele chega no fim do dia, acredito que amanha pela manha","2026-01-21 16:04:34","Cliente",NULL
4659,306,"GGQ2B43

Placa","2026-01-21 16:05:07","Cliente",NULL
4661,303,"Tá bem!","2026-01-21 16:05:52","Atendente",NULL
4663,303,"Abrimos as 9h","2026-01-21 16:05:55","Atendente",NULL
4665,303,"Vou esperar vocês","2026-01-21 16:06:02","Atendente",NULL
4667,51,"GGQ2B43

Placa","2026-01-21 16:06:10","Atendente",NULL
4669,306,"Vou verificar se o proprietário aceita na negociação.","2026-01-21 16:06:57","Atendente",NULL
4671,303,"Ok, obrigada Julia","2026-01-21 16:08:36","Cliente",NULL
4673,306,"Ta certo","2026-01-21 16:23:59","Cliente",NULL
4675,307,"Olá! 👋 Você entrou em contato com o suporte da WebRenave.
Para direcionarmos o seu atendimento, por favor, digite a opção desejada:

1️⃣ Financeiro
2️⃣ Suporte técnico
3️⃣ Outros assuntos

💬 Assim que você selecionar a opção, nossa equipe irá te atender o mais breve possível.","2026-01-21 16:24:01","Cliente",NULL
4677,307,"Recebemos esse e-mail","2026-01-21 16:24:16","Atendente",NULL
4679,307,"É esse?","2026-01-21 16:24:21","Atendente",NULL
4681,307,"*Maisa Alves:*
É este sim","2026-01-21 16:28:49","Cliente",NULL
4683,307,"*Maisa Alves:*
Boa tarde","2026-01-21 16:28:52","Cliente",NULL
4685,307,"*Maisa Alves:*
Você tem disponibilidade agora para seguirmos?","2026-01-21 16:29:02","Cliente",NULL
4687,307,"Sim","2026-01-21 16:31:17","Atendente",NULL
4689,307,"1 442 299 361","2026-01-21 16:31:36","Atendente",NULL
4691,307,"*Maisa Alves:*
Não estou conseguindo acessar, tenta sair e entrar denovo","2026-01-21 16:34:09","Cliente",NULL
4693,307,"Vê se foi","2026-01-21 16:34:33","Atendente",NULL
4695,307,"*Maisa Alves:*
Agora sim","2026-01-21 16:34:47","Cliente",NULL
4697,307,"*Maisa Alves:*
Só aceitar","2026-01-21 16:35:04","Cliente",NULL
4699,307,"*Maisa Alves:*
Pode criar uma senha","2026-01-21 16:37:20","Cliente",NULL
4701,307,"*Maisa Alves:*
Olá, pode criar a senha por favor?","2026-01-21 16:46:49","Cliente",NULL
4703,307,"*Maisa Alves:*
Pode preencher de acordo com os dados da empresa","2026-01-21 16:48:29","Cliente",NULL
4705,307,"foi","2026-01-21 16:51:51","Atendente",NULL
4707,307,"ta mas qual cnpj entao","2026-01-21 17:00:15","Atendente",NULL
4709,307,"botamos o nosso","2026-01-21 17:00:21","Atendente",NULL
4711,307,"*Maisa Alves:*
Eu verifiquei que vocês já tem credenciamento. Sua empresa já está apta para operar no Renave","2026-01-21 17:02:33","Cliente",NULL
4713,307,"*Maisa Alves:*
Podemos agendar seu treinamento?","2026-01-21 17:02:53","Cliente",NULL
4715,307,"sim","2026-01-21 17:02:57","Atendente",NULL
4717,307,"*Maisa Alves:*
Teremos treinamento amanhã ás 10h e ás 15h","2026-01-21 17:03:27","Cliente",NULL
4719,307,"*Maisa Alves:*
Qual o melhor para você?","2026-01-21 17:03:38","Cliente",NULL
4721,307,"Vou confirmar aqui, já te retorno","2026-01-21 17:04:33","Atendente",NULL
4723,307,"*Maisa Alves:*
Tudo bem","2026-01-21 17:13:20","Cliente",NULL
4725,270,"Outra coisa o documento do C4 amanhã sem falta te envio assinado","2026-01-21 18:03:34","Cliente",NULL
4727,269,"Gui","2026-01-21 18:06:25","Atendente",NULL
4729,269,"Tudo bem?","2026-01-21 18:06:27","Atendente",NULL
4731,269,"Preciso do numero do cliente do Sandero","2026-01-21 18:06:36","Atendente",NULL
4733,269,"Chegou a peça","2026-01-21 18:06:41","Atendente",NULL
4735,270,"Boa tarde!","2026-01-21 18:06:50","Atendente",NULL
4737,270,"Já encomendamos a peça! Assim que chegar te chamo para fazermos a troca","2026-01-21 18:07:08","Atendente",NULL
4739,270,"Tá bem","2026-01-21 18:07:16","Atendente",NULL
4741,206,"Oi!","2026-01-21 18:07:32","Atendente",NULL
4743,206,"*F7 MECÂNICA AUTOMOTIVA*
Nosso horário de atendimento é de segunda à sexta, de 8:00 às 18h com intervalo entre 12h às 13h30.
Agradecemos sua mensagem, entraremos em contato assim que possível.","2026-01-21 18:07:34","Cliente",NULL
4745,206,"Claiton perguntou se chegou ai a peça do Sandero","2026-01-21 18:07:44","Atendente",NULL
4747,206,"Sim","2026-01-21 18:07:55","Cliente",NULL
4749,206,"Ok!","2026-01-21 18:08:13","Atendente",NULL
4751,206,"Para quando posso marcar com o cliente?","2026-01-21 18:08:24","Atendente",NULL
4753,206,"pra segunda","2026-01-21 18:08:32","Cliente",NULL
4755,206,"Manhã? Tarde?","2026-01-21 18:08:44","Atendente",NULL
4757,206,"manha","2026-01-21 18:08:58","Cliente",NULL
4759,308,"Olá! Quero comprar o Peugeot com a Snick Motors!","2026-01-21 18:09:11","Cliente",NULL
4760,309,"Olá! Quero comprar o Peugeot com a Snick Motors!","2026-01-21 18:09:11","Cliente",NULL
4761,270,"Tranquilo","2026-01-21 18:09:25","Cliente",NULL
4763,206,"E a do Cruze, já chegou?","2026-01-21 18:09:34","Atendente",NULL
4765,309,"Bom dia, Patrick! Tudo bem?

Me chamo Julia, e sou consultora de vendas da Snick Motors.

A Peugeot 2008 está disponível. Posso te enviar mais fotos e informações?","2026-01-21 18:11:16","Atendente",NULL
4767,309,"Claro","2026-01-21 18:11:34","Cliente",NULL
4769,309,"Peugeot 2008 1.6 Allure – Estilo francês, tecnologia e conforto!

Ano 2018/2018, motor 1.6 flex de 122 cv com câmbio manual de 5 marchas e tração dianteira. SUV completo com ar-condicionado, direção elétrica, vidros e travas elétricas, central multimídia com tela touchscreen, volante multifuncional com regulagem de altura, sensor de estacionamento, pisca sequencial nos retrovisores em black piano, grade em black piano, faróis de milha, rodas de liga leve e freios ABS com controle de estabilidade.

Com design arrojado e tecnologia embarcada, o 2008 Allure oferece economia, praticidade urbana e a sofisticação francesa no segmento de SUVs compactos.","2026-01-21 18:15:47","Atendente",NULL
4771,270,"Consegue me passa contato do Clayton por favor","2026-01-21 18:19:48","Cliente",NULL
4773,310,"Olá! Quero comprar o Mitsubishi Pajero com a Snick Motors.","2026-01-21 18:21:16","Cliente",NULL
4774,311,"Olá! Quero comprar o Mitsubishi Pajero com a Snick Motors.","2026-01-21 18:21:16","Cliente",NULL
4775,311,"Boa tarde, João Paulo! Tudo bem?

Me chamo Julia, e sou consultora de vendas da Snick Motors.

A Pajero TR4 está disponível. Posso te enviar mais fotos e informações?","2026-01-21 18:22:25","Atendente",NULL
4777,311,"Desculpa, agora que eu prestei atenção no anúncio e vi que ela é 4x2","2026-01-21 18:25:31","Cliente",NULL
4779,311,"Eu pensei que fosse 4x4","2026-01-21 18:25:42","Cliente",NULL
4781,311,"Não tenho interesse, obrigado","2026-01-21 18:25:48","Cliente",NULL
4783,310,"Ah, sim!","2026-01-21 18:26:18","Atendente",NULL
4785,310,"Certo","2026-01-21 18:26:20","Atendente",NULL
4788,269,"Tudo","2026-01-21 19:04:19","Cliente",NULL
4790,269,"Oii","2026-01-21 19:04:18","Cliente",NULL
4791,268,"Não tive tempo devido trabalho mas devo ir amanhã ou sexta certo","2026-01-21 20:12:08","Cliente",NULL
4793,312,"Adriano liga 21992576117","2026-01-21 21:22:32","Cliente",NULL
4796,286,"No anúncio 1.5","2026-01-21 22:32:47","Cliente",NULL
4797,286,"1.6🤔","2026-01-21 22:32:55","Cliente",NULL
4799,206,"Bom dia","2026-01-22 08:51:00","Cliente",NULL
4801,206,"hoje","2026-01-22 08:51:06","Cliente",NULL
4803,268,"Bom dia!
Combinado","2026-01-22 09:06:37","Atendente",NULL
4805,286,"Bom dia, Patricia!","2026-01-22 09:07:18","Atendente",NULL
4807,286,"É 1.6! 

Obrigada por avisar sobre o anúncio, vou pedir para corrigirem.","2026-01-22 09:07:36","Atendente",NULL
4809,206,"Bom dia!","2026-01-22 09:09:33","Atendente",NULL
4811,206,"Pra quando posso agendar?","2026-01-22 09:09:44","Atendente",NULL
4813,286,"S","2026-01-22 09:11:22","Cliente",NULL
4815,286,"Oque achou do veiculo?","2026-01-22 09:11:59","Atendente",NULL
4817,286,"Sim gostei mas e o valor","2026-01-22 09:12:18","Cliente",NULL
4819,286,"Onde a loja","2026-01-22 09:12:42","Cliente",NULL
4821,206,"amanha de manha","2026-01-22 09:12:53","Cliente",NULL
4823,286,"Peugeot 2008 1.6 Allure - 2018/18
78 mil km - Cambio manual
R$ 57.900,00","2026-01-22 09:13:08","Atendente",NULL
4825,286,"Nossa loja fica localizada em Canoas, no bairro Niterói","2026-01-22 09:13:40","Atendente",NULL
4827,206,"Blza","2026-01-22 09:13:47","Atendente",NULL
4829,313,"Bom dia","2026-01-22 09:18:57","Cliente",NULL
4831,313,"Sim","2026-01-22 09:19:17","Cliente",NULL
4833,313,"Que horas ?","2026-01-22 09:19:20","Cliente",NULL
4835,313,"Na parte da manhã, a partir das 9h","2026-01-22 09:23:10","Atendente",NULL
4837,270,"Bom dia, Gustavo! Tudo bem?","2026-01-22 09:23:21","Atendente",NULL
4839,270,"Chegou a peça aqui","2026-01-22 09:23:24","Atendente",NULL
4841,270,"Podemos marcar para amanhã de manhã?","2026-01-22 09:23:33","Atendente",NULL
4843,286,"Ok","2026-01-22 09:24:05","Cliente",NULL
4845,286,"Te aviso quando puder ir","2026-01-22 09:24:16","Cliente",NULL
4847,314,"Oiii","2026-01-22 09:24:42","Cliente",NULL
4849,314,"Pode simm","2026-01-22 09:24:44","Cliente",NULL
4851,286,"Atendemos aos sábados!","2026-01-22 09:26:57","Atendente",NULL
4853,286,"Das 8h ás 13h","2026-01-22 09:27:01","Atendente",NULL
4855,314,"Peugeot 2008 1.6 Allure – Estilo francês, tecnologia e conforto!

Ano 2018/2018, 78 mil km, motor 1.6 flex de 122 cv com câmbio manual de 5 marchas e tração dianteira. SUV completo com ar-condicionado, direção elétrica, vidros e travas elétricas, central multimídia com tela touchscreen, volante multifuncional com regulagem de altura, sensor de estacionamento, pisca sequencial nos retrovisores em black piano, grade em black piano, faróis de milha, rodas de liga leve e freios ABS com controle de estabilidade.

Com design arrojado e tecnologia embarcada, o 2008 Allure oferece economia, praticidade urbana e a sofisticação francesa no segmento de SUVs compactos.","2026-01-22 09:28:37","Atendente",NULL
4857,313,"Ok","2026-01-22 09:44:43","Cliente",NULL
4859,51,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 09:50:53","Atendente",NULL
4861,51,"Olá! Tudo bem?
Queria saber se você ainda está buscando um veículo ou se houve alguma mudança nos planos. Se você me contar o que está buscando agora, posso ajustar a oferta ou te apresentar opções melhores.
Posso te ajudar de alguma forma?","2026-01-22 09:51:36","Atendente",NULL
4862,307,"Bom dia!","2026-01-22 10:01:49","Atendente",NULL
4864,307,"Olá! 👋 Você entrou em contato com o suporte da WebRenave.
Para direcionarmos o seu atendimento, por favor, digite a opção desejada:

1️⃣ Financeiro
2️⃣ Suporte técnico
3️⃣ Outros assuntos

💬 Assim que você selecionar a opção, nossa equipe irá te atender o mais breve possível.","2026-01-22 10:01:51","Cliente",NULL
4865,307,"Para o treinamento ainda tem disponibilidade pra hoje?","2026-01-22 10:02:06","Atendente",NULL
4867,307,"*Micaela Benincasa:*
Olá, bom dia! Tudo bem?","2026-01-22 10:05:36","Cliente",NULL
4871,307,"*Micaela Benincasa:*
Temos horário das 15 horas hoje.","2026-01-22 10:05:54","Cliente",NULL
4873,307,"Pode ser","2026-01-22 10:07:48","Atendente",NULL
4875,307,"*Micaela Benincasa:*
Me informa seu CNPJ, por gentileza","2026-01-22 10:12:33","Cliente",NULL
4877,307,"31.307.439.0001-95","2026-01-22 10:13:20","Atendente",NULL
4879,307,"*Micaela Benincasa:*
Maravilha, agendado!","2026-01-22 10:16:04","Cliente",NULL
4881,307,"*Micaela Benincasa:*
Fico no seu aguardo.","2026-01-22 10:16:11","Cliente",NULL
4883,307,"Obrigada","2026-01-22 10:16:16","Atendente",NULL
4884,307,"*Micaela Benincasa:*
Estou encerrando o seu atendimento! Qualquer dúvida, estaremos à disposição. ☺️","2026-01-22 10:19:45","Cliente",NULL
4887,307,"*Por favor, participe da nossa pesquisa de satisfação. Sua opinião é muito importante para nós!*

Gostaríamos de saber como você avalia nosso atendimento. Em uma escala de 0 a 10, o quanto você recomendaria nossa plataforma para um amigo(a) ou conhecido(a)?

0 = Totalmente insatisfeito
10 = Totalmente satisfeito

*Esta mensagem tem validade de 30 minutos. Caso não haja resposta dentro desse prazo, a conversa será encerrada automaticamente. Obrigado!* 😊","2026-01-22 10:20:09","Cliente",NULL
4889,51,"O Sandro está aqui","2026-01-22 10:50:22","Atendente",NULL
4891,51,"Mas, tem que sair logo","2026-01-22 10:50:31","Atendente",NULL
4893,51,"Tu demora?","2026-01-22 10:50:33","Atendente",NULL
4895,270,"Bom dia, tudo certo graças a Deus e vc","2026-01-22 11:04:39","Cliente",NULL
4897,270,"Podemos sim","2026-01-22 11:04:52","Cliente",NULL
4899,270,"Tá bem","2026-01-22 11:05:28","Atendente",NULL
4900,270,"Combinado","2026-01-22 11:05:31","Atendente",NULL
4903,270,"A partir das 9h estamos aqui","2026-01-22 11:05:37","Atendente",NULL
4905,270,"Combinado","2026-01-22 11:06:53","Cliente",NULL
4907,312,"Bom dia! 
Não consegui contato via ligação.","2026-01-22 11:11:16","Atendente",NULL
4909,172,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:12:45","Atendente",NULL
4911,308,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:14:25","Atendente",NULL
4913,304,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:14:55","Atendente",NULL
4915,301,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:15:06","Atendente",NULL
4917,294,"Bom dia! Tudo bem?
Algum outro veiculo faz sentido pra você?","2026-01-22 11:15:33","Atendente",NULL
4919,287,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:15:53","Atendente",NULL
4921,283,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:15:58","Atendente",NULL
4923,291,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:16:06","Atendente",NULL
4925,280,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. Fico no aguardo do teu retorno!","2026-01-22 11:16:14","Atendente",NULL
4927,273,"Oi, tudo bem? 😊
Aqui é a Julia, da Snick Motors.
Estou passando pra saber se posso te ajudar com alguma informação sobre o veículo. 
Seu financiamento está aprovado! Oque falta para fecharmos negocio?","2026-01-22 11:17:58","Atendente",NULL
4928,291,"De onde você é?","2026-01-22 11:18:57","Atendente",NULL
4931,291,"Alvorada","2026-01-22 11:22:32","Cliente",NULL
4933,316,"Top","2026-01-22 11:30:04","Cliente",NULL
4934,315,"Oi, Sandra","2026-01-22 11:30:35","Atendente",NULL
4935,315,"Top","2026-01-22 11:30:04","Cliente",NULL
4936,315,"Bom dia!","2026-01-22 11:30:38","Atendente",NULL
4937,316,"Bom dia!","2026-01-22 11:30:38","Atendente",NULL
4938,316,"Tudo bem?","2026-01-22 11:30:40","Atendente",NULL
4940,316,"Sim, lindo carro!","2026-01-22 11:30:48","Atendente",NULL
4942,316,"Posso te enviar mais fotos e informações?","2026-01-22 11:30:54","Atendente",NULL
4944,316,"Muito caro","2026-01-22 11:32:44","Cliente",NULL
4946,316,"Kkkk","2026-01-22 11:32:45","Cliente",NULL
4948,172,"Oi tudo bem","2026-01-22 11:33:18","Cliente",NULL
4950,172,"Não veículo muito alto o valor no momento","2026-01-22 11:33:32","Cliente",NULL
4952,172,"Agradeço","2026-01-22 11:33:34","Cliente",NULL
4954,316,"Até qual valor pretende investir?","2026-01-22 11:38:10","Atendente",NULL
4956,172,"Tá bem!","2026-01-22 11:38:18","Atendente",NULL
4958,172,"Surgindo algum 4x4 com menor valor, eu te envio","2026-01-22 11:38:28","Atendente",NULL
4960,172,"Tudo bem","2026-01-22 11:39:10","Cliente",NULL
4961,172,"Obrigado","2026-01-22 11:39:13","Cliente",NULL
4964,316,"Na verdade estou pesquisando","2026-01-22 11:40:05","Cliente",NULL
4966,316,"Não temos entrada","2026-01-22 11:40:12","Cliente",NULL
4968,316,"Ah sim","2026-01-22 11:48:01","Atendente",NULL
4970,316,"E qual veiculos tem em mente?","2026-01-22 11:48:11","Atendente",NULL
4972,316,"Ou valor que pretendem investir","2026-01-22 11:48:19","Atendente",NULL
4974,316,"Econômico","2026-01-22 11:48:24","Cliente",NULL
4976,316,"Posso te apresentar algumas opções","2026-01-22 11:48:25","Atendente",NULL
4978,316,"Temos:
Siena por R$ 39.900
Meriva por R$ 29.900
Honda Fit por R$ 47.900","2026-01-22 11:49:48","Atendente",NULL
4980,316,"E entrou agora de repasse um Clio por R$ 15.900,00","2026-01-22 11:50:01","Atendente",NULL
4982,316,"Bom","2026-01-22 11:51:30","Cliente",NULL
4984,316,"E condições","2026-01-22 11:51:37","Cliente",NULL
4986,316,"Financiamentos via bancos em até 60 parcelas","2026-01-22 11:52:20","Atendente",NULL
4987,316,"Cartão de credito em até 24 parcelas c/ taxas da maquina","2026-01-22 11:52:32","Atendente",NULL
4990,251,"Oii Júlia boa tarde!","2026-01-22 12:11:17","Cliente",NULL
4991,251,"Oii!
Boa tarde","2026-01-22 12:12:16","Atendente",NULL
4994,251,"Claro, pode sim","2026-01-22 12:12:27","Atendente",NULL
4995,251,"Olha só o valor da entrada pode ser no cartão de crédito?","2026-01-22 12:12:17","Cliente",NULL
4998,251,"Até 24x c/ taxas da máquina","2026-01-22 12:12:35","Atendente",NULL
5000,251,"Certo!","2026-01-22 12:13:01","Cliente",NULL
5002,251,"O valor mínimo que está pedindo de entrada é R$ 5.000 mil né?","2026-01-22 12:13:56","Cliente",NULL
5004,251,"Simm! Nessa condição aqui 👆","2026-01-22 12:14:46","Atendente",NULL
5005,251,"No CPF do seu pai","2026-01-22 12:15:11","Atendente",NULL
5008,251,"Esse valor consigo fazer em até 24x então?","2026-01-22 12:18:00","Cliente",NULL
5010,251,"Sim!
Com as taxas da máquina","2026-01-22 12:18:43","Atendente",NULL
5012,251,"Certo!","2026-01-22 12:22:25","Cliente",NULL
5013,51,"51981489498","2026-01-22 12:28:41","Atendente",NULL
5016,317,"Oi, não tem cnh","2026-01-22 12:30:01","Cliente",NULL
5017,318,"Oi, não tem cnh","2026-01-22 12:30:01","Cliente",NULL
5018,318,"No outro só aprovou com, mas ela não tem","2026-01-22 12:30:12","Cliente",NULL
5020,318,"Tem entrada?","2026-01-22 12:30:33","Atendente",NULL
5022,318,"Até uns 8 consigo","2026-01-22 12:41:56","Cliente",NULL
5024,318,"Ok!","2026-01-22 12:54:24","Atendente",NULL
5026,318,"Vou simular na sequência e te envio","2026-01-22 12:54:30","Atendente",NULL
5028,318,"Ok","2026-01-22 12:57:33","Cliente",NULL
5030,319,"Olá! Quero comprar a Ranger com a Snick Motors.","2026-01-22 13:02:48","Cliente",NULL
5031,320,"Olá! Quero comprar a Ranger com a Snick Motors.","2026-01-22 13:02:48","Cliente",NULL
5032,321,"Aceita Mercedes CLA200 2015 com suspensão a ar?","2026-01-22 13:03:05","Cliente",NULL
5033,322,"Aceita Mercedes CLA200 2015 com suspensão a ar?","2026-01-22 13:03:05","Cliente",NULL
5034,51,"Aceita Mercedes CLA200 2015 com suspensão a ar?","2026-01-22 13:12:27","Atendente",NULL
5036,51,"Na Ranger","2026-01-22 13:12:30","Atendente",NULL
5038,318,"Infelizmente não consegui aprovação neste CPF","2026-01-22 13:18:16","Atendente",NULL
5040,318,"Teria algum outro que possamos simular?","2026-01-22 13:18:27","Atendente",NULL
5042,322,"Boa tarde! Tudo bem?","2026-01-22 13:26:41","Atendente",NULL
5044,322,"Me chamo Julia, sou consultora de vendas da Snick Motors","2026-01-22 13:26:51","Atendente",NULL
5046,322,"Pode me enviar algumas fotos?
Vou verificar se é interessante para o proprietario do veiculo","2026-01-22 13:27:20","Atendente",NULL
5048,273,"Boa tarde! No momento está tudo bem claro, obrigado por enquanto assim que eu resolver aqui ti chamo novamente valeu..","2026-01-22 13:29:13","Cliente",NULL
5050,270,"Obrigada! 🙏🏻","2026-01-22 13:30:45","Atendente",NULL
